file,label,phone,fold,score
00962.png,0,iPhone,2,0.3724319470723085
00998.png,0,iPhone,0,0.3027684617348582
08794.png,0,iPhone,3,0.45612718663236784
10673.png,0,iPhone,0,0.9147585410544503
10684.png,0,iPhone,1,0.4731893015397988
10696.png,0,iPhone,2,0.10605018764702669
10712.png,0,iPhone,3,0.5587468443876659
10728.png,0,iPhone,1,0.24155518332463835
10881.png,0,Samsung,0,0.5797024386424763
10889.png,0,Samsung,3,0.33200141416593676
10954.png,0,Samsung,3,0.5958693257042218
10960.png,0,Samsung,0,0.3895786373902333
10970.png,0,Samsung,2,0.1234296513395577
10972.png,0,Samsung,1,0.543864972607746
10992.png,0,Samsung,2,0.9066918210572152
11040.png,0,Samsung,1,0.6364595672546465
11099.png,0,iPhone,2,0.3250674164537476
11117.png,0,iPhone,1,0.24740015686857236
11130.png,0,iPhone,0,0.18963604284741753
11154.png,0,none,0,0.11719350592599363
11166.png,0,none,2,0.07674675650410871
11193.png,0,none,2,0.0843207197258656
11196.png,0,none,0,0.30019163883168853
11233.png,0,none,0,0.6052834708012581
11237.png,0,none,0,0.25256321852525
11308.png,0,none,0,0.4587601733176548
11311.png,0,none,3,0.4781052568387793
11312.png,0,none,1,0.46051246700330023
11322.png,0,none,3,0.1976133158882635
11326.png,0,none,0,0.24665504072351907
11358.png,0,none,0,0.5103764783213168
11359.png,0,none,1,0.3127017263379531
11373.png,0,none,3,0.3670492463654738
11413.png,0,none,1,0.12997462763778436
11443.png,0,none,2,0.841970428818283
11463.png,0,none,0,0.34190116380075347
11483.png,0,none,0,0.32892513931974676
11507.png,0,none,0,0.5580918650913397
11513.png,0,none,2,0.15889951936979102
11519.png,0,none,2,0.29283790865032483
11541.png,0,none,3,0.5536665955632999
11567.png,0,none,2,0.17766980944169172
11634.png,0,none,1,0.18180388260704836
11644.png,0,none,3,0.4576339069726441
11728.png,0,none,1,0.4896647121019223
11786.png,0,none,3,0.2748579825754484
11807.png,0,none,0,0.32910488927216647
11810.png,0,none,1,0.23505942648663805
11838.png,0,none,2,0.42195586768134213
11886.png,0,none,0,0.2166967178367262
11953.png,0,none,0,0.22560346176051413
11981.png,0,none,0,0.3886782605838462
11999.png,0,none,3,0.3871366047044522
12009.png,0,none,2,0.3844562145734553
12022.png,0,none,0,0.8391402030504572
12024.png,0,none,1,0.7930781872414743
12030.png,0,none,2,0.13446679609368875
12103.png,0,none,0,0.24883532457795376
12122.png,0,none,1,0.7281371559072608
12163.png,0,none,2,0.029378955992514603
12174.png,0,none,1,0.43475780102505207
12188.png,0,none,2,0.4600085428338562
12189.png,0,none,2,0.07980956406434611
12207.png,0,none,0,0.49718638350943356
12214.png,0,none,1,0.4148659522217027
12249.png,0,none,0,0.3411408279154317
12320.png,0,none,2,0.15964938936275552
12332.png,0,none,3,0.46110720111850834
12357.png,0,none,3,0.2122707738470168
12368.png,0,none,0,0.4501657230213327
12383.png,0,none,2,0.7013210822137668
12385.png,0,none,1,0.26373864926030566
12412.png,0,none,3,0.23080393579025077
12444.png,0,none,1,0.4735309739515232
12461.png,0,none,3,0.566816638858569
12465.png,0,none,1,0.38196069816051614
12471.png,0,none,2,0.0014513823150603931
12481.png,0,none,3,0.6639019645492443
12482.png,0,none,2,0.7310927245749101
12533.png,0,none,0,0.42964111201040417
12562.png,0,none,1,0.2732908248981501
12605.png,0,none,1,0.09937991701519565
12702.png,0,none,1,0.33866166258513747
12705.png,0,none,2,0.26827053484162505
12714.png,0,none,0,0.38874450507070607
12735.png,0,none,0,0.16058378282124802
12770.png,0,none,2,0.2749052867718527
12818.png,0,none,3,0.32995161633209263
12871.png,0,none,3,0.3732836585040114
12872.png,0,none,1,0.44904940739357857
12880.png,0,none,2,0.22140769634512508
12979.png,0,none,3,0.20847432627191378
12994.png,0,none,0,0.5426664927010176
12998.png,0,none,1,0.41731245902903186
13013.png,0,none,3,0.2843887369784614
13037.png,0,none,2,0.006658319989959689
13045.png,0,none,2,0.6255779018489079
13079.png,0,none,0,0.3633977744133339
13152.png,0,none,1,0.5891090004896503
13157.png,0,none,1,0.32178827940030313
13247.png,0,none,1,0.2738896492127581
13257.png,0,none,0,0.2675537897257133
13328.png,0,none,3,0.7071397250184887
13344.png,0,none,1,0.11682798159425087
13345.png,0,none,1,0.21768049027922798
13355.png,0,none,0,0.14119536553621767
13357.png,0,none,1,0.42373370022384776
13363.png,0,none,1,0.2705948011259973
13382.png,0,none,2,0.6571456373107886
13386.png,0,none,1,0.20838113949380271
13388.png,0,none,0,0.3258405463067842
13396.png,0,none,0,0.2402043637684374
13410.png,0,none,2,0.40545214130405655
13414.png,0,none,0,0.18210704815007428
13461.png,0,none,1,0.38500515254034023
13478.png,0,none,3,0.31764602365612643
13497.png,0,none,2,0.690364525278927
13502.png,0,none,3,0.30258361081397445
13530.png,0,none,1,0.4158528055206253
13562.png,0,none,2,0.0003226676878558513
13568.png,0,none,3,0.33818871898681147
13582.png,0,none,0,0.15129309978028901
13583.png,0,none,3,0.41541550545772965
13597.png,0,none,3,0.29678346368797565
13610.png,0,none,1,0.48666488438128913
13620.png,0,none,1,0.2913485298071118
13638.png,0,none,2,0.41423386161409714
13695.png,0,none,1,0.6845147603587223
13715.png,0,none,0,0.2879133055888813
13719.png,0,none,3,0.5327885561799016
13753.png,0,none,1,0.31796297642198995
13777.png,0,none,2,0.3948587088239727
13871.png,0,none,0,0.5464609184886924
13890.png,0,none,0,0.6469412043688775
13925.png,0,none,2,0.5223134745898402
13993.png,0,none,0,0.49327909742654674
13999.png,0,none,3,0.26435338379112705
14019.png,0,none,0,0.337687000963046
14036.png,0,none,3,0.45739713744535476
14055.png,0,none,2,0.02471411075077925
14067.png,0,none,3,0.2542093486980158
14083.png,0,none,0,0.13161904998330015
14088.png,0,none,1,0.327774664170925
14164.png,0,none,3,0.4892569263140599
14215.png,0,none,2,0.03726932527418437
14224.png,0,none,2,0.2960205603025421
14261.png,0,none,0,0.2599945789109949
14285.png,0,none,2,0.06905951339619917
14392.png,0,none,2,0.32752841378455294
14394.png,0,none,3,0.523778797697303
14397.png,0,none,0,0.20601535071455052
14407.png,0,none,1,0.2772827813562701
14413.png,0,none,0,0.5798529534632874
14419.png,0,none,2,0.0059834995022308175
14511.png,0,none,0,0.6106828892332982
14512.png,0,none,1,0.30434248673668496
14515.png,0,none,2,0.03562075789433429
14540.png,0,none,0,0.3644653838560945
14555.png,0,none,0,0.5435726293519707
14593.png,0,none,2,0.11033474789695975
14619.png,0,none,3,0.2699673588834183
14663.png,0,none,1,0.44531298009229253
14678.png,0,none,0,0.3091301540884836
14686.png,0,none,0,0.33405157922567685
14701.png,0,none,3,0.4559606236977074
14708.png,0,none,1,0.20271867356346895
14713.png,0,none,1,0.6279189402904647
14723.png,0,none,1,0.20551133491680182
14735.png,0,none,3,0.23799175539387743
14742.png,0,none,0,0.4813829633547024
14764.png,0,none,2,0.1290796638549339
14784.png,0,none,3,0.5020303535861894
14812.png,0,none,2,0.04498783533015315
14862.png,0,none,0,0.150732892776444
14885.png,0,none,3,0.20376779707947512
14899.png,0,none,0,0.34276454513892735
14909.png,0,none,2,0.2277789229742459
14921.png,0,none,1,0.3836483956235919
14930.png,0,none,0,0.3818576174464311
14977.png,0,none,1,0.27351888737442587
15038.png,0,none,1,0.43042090574097813
15121.png,0,none,1,0.3324813261063742
15132.png,0,none,1,0.5220551286415032
15139.png,0,none,1,0.34045777055933363
15140.png,0,none,1,0.44019544944289846
15156.png,0,none,3,0.2530222807445233
15170.png,0,none,2,0.2980251784013601
15174.png,0,none,2,0.2671107960129592
15219.png,0,none,3,0.25272442877245926
15240.png,0,none,3,0.433829408948679
15243.png,0,none,3,0.47585186797969825
15255.png,0,none,1,0.48551299011916377
15286.png,0,none,0,0.4205985054640722
15305.png,0,none,3,0.44305932141005144
15326.png,0,none,3,0.43773976911675827
15370.png,0,none,0,0.500705898060703
15376.png,0,none,0,0.7826223176792595
15386.png,0,none,2,0.024775478181419393
15390.png,0,none,1,0.19875742408717356
15407.png,0,none,1,0.327427890342937
15421.png,0,none,0,0.12821013134088227
15470.png,0,none,3,0.21001225660611814
15554.png,0,none,0,0.30385504708535516
15581.png,0,none,0,0.3416010089718236
15609.png,0,none,1,0.3055661778499346
15636.png,0,none,3,0.06364410274322659
15637.png,0,none,3,0.24777985895182078
15699.png,0,none,2,0.43767636176154756
15722.png,0,none,3,0.2703734767963778
15773.png,0,none,3,0.5359676046208366
15841.png,0,none,0,0.5505232518119869
15843.png,0,none,2,0.25645786695920386
15860.png,0,none,2,0.24753204270681003
15883.png,0,none,1,0.7007785953234117
15915.png,0,none,3,0.34027103211500453
15947.png,0,none,2,0.3263786613529323
15965.png,0,none,2,0.4262112063579186
15983.png,0,none,2,0.3554415357647844
16038.png,0,none,0,0.5071633401876728
16049.png,0,none,2,0.2116815921148809
16068.png,0,none,2,0.6966701269912042
16079.png,0,none,3,0.25637336029300895
16102.png,0,none,2,0.3781606068550813
16132.png,0,none,0,0.1811591996581267
16170.png,0,none,3,0.4257622262588514
16193.png,0,none,2,0.8231584885017252
16220.png,0,none,2,0.26861555421653016
16223.png,0,none,3,0.4082355381159197
16229.png,0,none,0,0.4746014474400978
16241.png,0,none,3,0.2965488989840723
16243.png,0,none,0,0.4353399608915392
16259.png,0,none,3,0.39452264424329814
16260.png,0,none,3,0.3508163286085842
16311.png,0,none,0,0.2898621483954515
16321.png,0,none,1,0.3570388891046462
16367.png,0,none,0,0.20528236617938728
16402.png,0,none,0,0.6325904459092537
16405.png,0,none,0,0.4722505062622237
16412.png,0,none,3,0.3615561647353796
16469.png,0,none,2,0.27273667672743873
16529.png,0,none,2,0.22638580645145892
16535.png,0,none,2,0.0004981587478245418
16557.png,0,none,2,0.3907698561268069
16581.png,0,none,1,0.36946846590151916
16582.png,0,none,3,0.7272835942562632
16583.png,0,none,3,0.33566650673322007
16599.png,0,none,2,0.46887373728264947
16600.png,0,none,3,0.22096517734803212
16603.png,0,none,0,0.16441582349063152
16639.png,0,none,2,0.031746307392260135
16670.png,0,none,3,0.4786670108789461
16704.png,0,none,3,0.3254359841983889
16710.png,0,none,3,0.8426945395842814
16780.png,0,none,1,0.24404042190674866
16813.png,0,none,1,0.33680774281354253
16843.png,0,none,1,0.695956784439938
16850.png,0,none,3,0.4721279928498091
16861.png,0,none,2,1.7051717068395625e-05
16865.png,0,none,2,0.2340899644250137
16873.png,0,none,2,0.029311040960583783
16879.png,0,none,3,0.5585292146853734
16909.png,0,none,2,0.6346896700322293
16911.png,0,none,1,0.32750244983045845
16924.png,0,none,1,0.30234016950122306
16942.png,0,none,0,0.6868039295534811
16986.png,0,none,1,0.3828769985537507
17017.png,0,none,2,0.014797176325545384
17053.png,0,none,2,0.18970902329417902
17055.png,0,none,3,0.24376710687320216
17058.png,0,none,3,0.6130154990808354
17088.png,0,none,2,0.09347187478826306
17093.png,0,none,0,0.19301326346291084
17105.png,0,none,0,0.5425774622686803
17162.png,0,none,3,0.5225508306337188
17164.png,0,none,2,0.6176043264895236
17191.png,0,none,0,0.13672360491094007
17227.png,0,none,1,0.4550542800203983
17246.png,0,none,3,0.3402510907667904
17275.png,0,none,3,0.4557041707015628
17280.png,0,none,2,0.6398077476422601
17336.png,0,none,2,0.8016172837894909
17343.png,0,none,3,0.4090029371103804
17356.png,0,none,2,0.025286579352144702
17394.png,0,none,0,0.4866212613054892
17406.png,0,none,0,0.5923067007812528
17419.png,0,none,3,0.34685914256695055
17429.png,0,none,3,0.45192460846056515
17436.png,0,none,2,0.2771840361511222
17441.png,0,none,3,0.43193762475889425
17492.png,0,none,0,0.6276485677174659
17496.png,0,none,3,0.2871675954939321
17621.png,0,none,3,0.4318495372531466
17627.png,0,none,0,0.4267317372324245
17644.png,0,none,2,0.1988575843112123
17655.png,0,none,1,0.3354564048390658
17714.png,0,none,3,0.35162727084437595
17723.png,0,none,1,0.2619704430521371
17757.png,0,none,3,0.4153993772403088
17761.png,0,none,2,0.0521683298750329
17794.png,0,none,3,0.5107248790247785
17798.png,0,none,1,0.22258987379901018
17801.png,0,none,3,0.297098248850344
17879.png,0,none,1,0.23491220287203543
17894.png,0,none,3,0.43828327068083767
17896.png,0,none,3,0.46304175462209374
17898.png,0,none,3,0.5651804973386102
17905.png,0,none,0,0.19596590548922244
17986.png,0,none,0,0.726205426029327
18016.png,0,none,3,0.6237005599623116
18033.png,0,none,2,0.040521067856055845
18101.png,0,none,3,0.2848917953647032
18115.png,0,none,0,0.32506093741887787
18159.png,0,none,2,0.44170387233428177
18181.png,0,none,1,0.1594227116275951
18190.png,0,none,2,0.15774294732280764
18214.png,0,none,3,0.49616006177015254
18226.png,0,none,3,0.3298666874663182
18231.png,0,none,1,0.1895314371255598
18258.png,0,none,1,0.34923535780175985
18268.png,0,none,1,0.54994002878574
18270.png,0,none,3,0.3741456609718987
18289.png,0,none,3,0.33595151598860884
18298.png,0,none,1,0.28363435177349827
18325.png,0,none,0,0.3420044599275805
18345.png,0,none,3,0.27449607874423854
18346.png,0,none,1,0.2580179266347151
18357.png,0,none,3,0.4849616153233468
18382.png,0,none,1,0.33247466814488547
18390.png,0,none,3,0.45265642688460744
18402.png,0,none,2,0.06407152984030115
18406.png,0,none,3,0.251494046244585
18427.png,0,none,2,0.09994698002219017
18459.png,0,none,1,0.39983225838182984
18473.png,0,none,1,0.32484578779879225
18477.png,0,none,3,0.24965557399004334
18480.png,0,none,3,0.13661508610430526
18481.png,0,none,2,0.7145549544292835
18490.png,0,none,2,0.10239196993161537
18502.png,0,none,0,0.44982048866669117
18517.png,0,none,1,0.23185716151769753
18545.png,0,none,2,0.2526759508509015
18556.png,0,none,2,0.681391811307994
18568.png,0,none,1,0.2956781754993607
18585.png,0,none,1,0.2877736237528016
18590.png,0,none,3,0.20522407336527984
18704.png,0,none,2,0.5250677539342317
18711.png,0,none,0,0.7884776569138778
18725.png,0,none,3,0.5741581437961848
18743.png,0,none,2,0.1186114328689708
18758.png,0,none,0,0.10997245160370811
18762.png,0,none,0,0.4451444113604386
18768.png,0,none,3,0.12410966166129948
18828.png,0,none,3,0.4738665041119464
18853.png,0,none,0,0.4704813435166421
18876.png,0,none,2,0.11412667619055625
18968.png,0,none,1,0.28517874212206423
18973.png,0,none,2,0.15525532003184928
19019.png,0,none,0,0.3598856194193113
19026.png,0,none,1,0.35889994561259747
19027.png,0,none,2,0.07308126250881772
19060.png,0,none,3,0.26382737560794994
19126.png,0,none,3,0.4680771142307981
19143.png,0,none,1,0.6056608154517481
19158.png,0,none,1,0.45085440761567175
19195.png,0,none,1,0.5194569277995095
19197.png,0,none,2,0.39475538404294624
19273.png,0,none,3,0.5070358769756107
19289.png,0,none,3,0.48566475486381894
19292.png,0,none,2,0.3425181370056921
19304.png,0,none,1,0.4855554212979491
19354.png,0,none,0,0.1889370234014236
19363.png,0,none,1,0.49395726688444996
19385.png,0,none,2,0.14569244026833003
19399.png,0,none,3,0.3452110663593981
19432.png,0,none,3,0.481658699553307
19438.png,0,none,0,0.12316087558448512
19481.png,0,none,3,0.49646086330333133
19484.png,0,none,0,0.22292353162967476
19500.png,0,none,2,0.4569448866713402
19533.png,0,none,3,0.31797664119045205
19582.png,0,none,1,0.3021840487421543
19595.png,0,none,0,0.27952377958206487
19598.png,0,none,3,0.7275404438259313
19602.png,0,none,0,0.24193056703821264
19605.png,0,none,0,0.27927205695422924
19626.png,0,none,0,0.35575688990578547
19662.png,0,none,3,0.32684736957629107
19674.png,0,none,3,0.2204576027051238
19709.png,0,none,0,0.460889622502504
19725.png,0,none,3,0.21721024023333035
19754.png,0,none,2,0.46346762276763315
19773.png,0,none,3,0.4391595325288445
19824.png,0,none,2,0.36205654116443825
19829.png,0,none,1,0.099590188115627
19843.png,0,none,2,0.0545480634092574
19871.png,0,none,1,0.2836147930101586
19909.png,0,none,0,0.2638932014925518
19915.png,0,none,3,0.3550435483458342
19978.png,0,none,0,0.16186324915615086
19994.png,0,none,0,0.1374397409135741
20052.png,0,none,2,0.15500869291571268
20091.png,0,none,1,0.2533004050314147
20135.png,0,none,1,0.2723830988406785
20138.png,0,none,3,0.3354139554942533
20157.png,0,none,2,0.06305759135828103
20163.png,0,none,0,0.24063646168193928
20181.png,0,none,0,0.11657648490768434
20193.png,0,none,2,0.15895958630081153
20208.png,0,none,2,0.4286974983494178
20220.png,0,none,0,0.6266324764094473
20229.png,0,none,0,0.14683803216511296
20264.png,0,none,1,0.307324502873102
20276.png,0,none,0,0.5537847447162914
20287.png,0,none,0,0.5110844342124291
20292.png,0,none,1,0.5865547217089333
20325.png,0,none,3,0.5425493131853126
20367.png,0,none,0,0.5063638959024884
20482.png,0,none,3,0.5061424392237241
20508.png,0,none,0,0.26987506179106796
20518.png,0,none,0,0.27944546286900207
20522.png,0,none,2,0.058219185892908906
20546.png,0,none,3,0.3754625860302046
20550.png,0,none,1,0.3191781614619978
20558.png,0,none,2,0.1770837216390927
20596.png,0,none,2,0.6653324575645453
20632.png,0,none,2,0.5697165229472708
20645.png,0,none,2,0.8135482432707558
20652.png,0,none,2,0.29179178203265893
20683.png,0,none,1,0.30323713319208595
20749.png,0,none,2,0.0012028587431004523
20818.png,0,none,0,0.24344955778636737
20849.png,0,none,2,0.32481401629581086
20860.png,0,none,0,0.7609412592885401
20877.png,0,none,2,0.09534222597427405
20878.png,0,none,0,0.4766135150343423
20899.png,0,none,1,0.9501101984809478
20901.png,0,none,1,0.47268730682282845
20906.png,0,none,1,0.2727749845675386
20915.png,0,none,3,0.602660228207676
20943.png,0,none,1,0.2680162983172007
20979.png,0,none,2,0.6838534010542707
20986.png,0,none,0,0.4966371720248947
20987.png,0,none,0,0.23778636190190477
21029.png,0,none,1,0.3503506450703757
21102.png,0,none,2,0.565899252795956
21128.png,0,none,1,0.18579910193692473
21131.png,0,none,0,0.5253898809795745
21132.png,0,none,2,0.10047886139529741
21152.png,0,none,3,0.37371137345265215
21168.png,0,none,2,0.7307517581127118
21180.png,0,none,3,0.5267513478683419
21186.png,0,none,1,0.6703707763094621
21242.png,0,none,2,0.7347175730294079
21271.png,0,none,3,0.4931801412625132
21288.png,0,none,2,0.48351129580428737
21294.png,0,none,3,0.45476941124697035
21319.png,0,none,0,0.35702571416604467
21322.png,0,none,3,0.884612102015945
21326.png,0,none,0,0.38480093186601466
21327.png,0,none,0,0.5953169780717306
21370.png,0,none,1,0.22789956715060197
21396.png,0,none,1,0.33331319928484815
21463.png,0,none,2,0.15827708177348584
21476.png,0,none,3,0.38438974621356387
21485.png,0,none,2,0.5698456176002135
21500.png,0,none,2,0.03779731700534391
21507.png,0,none,1,0.2451540255491282
21508.png,0,none,3,0.43662919693500796
21526.png,0,none,1,0.18812877168343287
21536.png,0,none,1,0.5491052352435116
21550.png,0,none,0,0.3574235176033485
21580.png,0,none,1,0.5161507992526332
21598.png,0,none,0,0.5573523130582448
21610.png,0,none,2,0.2125399308742929
21637.png,0,none,0,0.2638183959179093
21640.png,0,none,3,0.7077677427687007
21645.png,0,none,2,0.06446794650351306
21651.png,0,none,1,0.15566626005729972
21678.png,0,none,2,0.026018015843730473
21729.png,0,none,1,0.25488639036682637
21739.png,0,none,3,0.2765621826297073
21743.png,0,none,0,0.5447605992414859
21812.png,0,none,1,0.3178497901188742
21832.png,0,none,1,0.25722042930100464
21885.png,0,none,2,0.07462119726657125
21918.png,0,none,1,0.505942073648289
21919.png,0,none,3,0.4277169603278339
21955.png,0,none,3,0.3620236514651646
21964.png,0,none,1,0.20042199385317436
21975.png,0,none,0,0.22692528668863335
21989.png,0,none,1,0.3740774821092585
21993.png,0,none,1,0.41758188485313646
22004.png,0,none,3,0.3267023280806
22025.png,0,none,2,0.6877782823327007
22035.png,0,none,2,0.027219791942264464
22049.png,0,none,0,0.7120951736224174
22077.png,0,none,1,0.4532347414097081
22098.png,0,none,3,0.6218901967021124
22115.png,0,none,2,0.1966513605328516
22120.png,0,none,2,0.5313874833194161
22134.png,0,none,1,0.26702468072167873
22135.png,0,none,2,0.5714496037669333
22152.png,0,none,1,0.43470733311036736
22191.png,0,none,0,0.3921305714830047
22203.png,0,none,3,0.5278308406249348
22231.png,0,none,3,0.41067585959948966
22238.png,0,none,0,0.5026411338191566
22266.png,0,none,0,0.19205721409587234
22289.png,0,none,3,0.4958696085515851
22336.png,0,none,3,0.36556150963942724
22340.png,0,none,1,0.5508049766724437
22385.png,0,none,0,0.989604032847104
22386.png,0,none,3,0.44093314304881415
22395.png,0,none,2,0.27642720873780924
22437.png,0,none,3,0.4582422349701087
22453.png,0,none,1,0.42494059269469864
22520.png,0,none,3,0.3258275590076863
22523.png,0,none,1,0.6787001621411459
22542.png,0,none,1,0.37993870084954606
22544.png,0,none,3,0.09916815388124613
22569.png,0,none,3,0.5194538385610035
22573.png,0,none,1,0.36604731348381647
