file,cls,label,phone,fold,score,score_top9,score_max,split
00998.png,Bonafide,0,iPhone,0,0.10971502214670181,0.23437979817390442,0.5475649833679199,fold 0
10673.png,Bonafide,0,iPhone,0,0.1553393304347992,0.3938193917274475,0.8042048811912537,fold 0
10881.png,Bonafide,0,Samsung,0,0.16121579706668854,0.3602506220340729,0.5673943161964417,fold 0
10960.png,Bonafide,0,Samsung,0,0.1083364263176918,0.24951225519180298,0.38111403584480286,fold 0
11130.png,Bonafide,0,iPhone,0,0.23763905465602875,0.506110429763794,0.7995699048042297,fold 0
11154.png,Bonafide,0,none,0,0.193479523062706,0.40014976263046265,0.6337034702301025,fold 0
11196.png,Bonafide,0,none,0,0.19660134613513947,0.4063297510147095,0.5597892999649048,fold 0
11233.png,Bonafide,0,none,0,0.24871627986431122,0.46000003814697266,0.5707981586456299,fold 0
11237.png,Bonafide,0,none,0,0.16828496754169464,0.3319305181503296,0.5928354263305664,fold 0
11308.png,Bonafide,0,none,0,0.18609581887722015,0.350286066532135,0.42083215713500977,fold 0
11326.png,Bonafide,0,none,0,0.13010995090007782,0.30794593691825867,0.4996224641799927,fold 0
11358.png,Bonafide,0,none,0,0.14862972497940063,0.3341207504272461,0.4917217493057251,fold 0
11463.png,Bonafide,0,none,0,0.20134122669696808,0.4985915422439575,0.6775496602058411,fold 0
11483.png,Bonafide,0,none,0,0.14496833086013794,0.348518043756485,0.5525916814804077,fold 0
11507.png,Bonafide,0,none,0,0.24986349046230316,0.4037156105041504,0.578253448009491,fold 0
11807.png,Bonafide,0,none,0,0.20827800035476685,0.3776923418045044,0.5093932747840881,fold 0
11886.png,Bonafide,0,none,0,0.2121334671974182,0.4641786217689514,0.8219746351242065,fold 0
11953.png,Bonafide,0,none,0,0.24988992512226105,0.5129349827766418,0.7274469137191772,fold 0
11981.png,Bonafide,0,none,0,0.11011822521686554,0.22889778017997742,0.31877049803733826,fold 0
12022.png,Bonafide,0,none,0,0.17900818586349487,0.38202422857284546,0.6865206956863403,fold 0
12103.png,Bonafide,0,none,0,0.2381117343902588,0.4182070195674896,0.527358889579773,fold 0
12207.png,Bonafide,0,none,0,0.12236329913139343,0.2314532846212387,0.3104107975959778,fold 0
12249.png,Bonafide,0,none,0,0.18715116381645203,0.36872851848602295,0.6827989220619202,fold 0
12368.png,Bonafide,0,none,0,0.20701460540294647,0.40763145685195923,0.6244473457336426,fold 0
12533.png,Bonafide,0,none,0,0.31989786028862,0.5877039432525635,0.9018182754516602,fold 0
