file,cls,label,phone,fold,score,score_top9,score_max,split
10881.png,Bonafide,0,Samsung,0,0.019012421369552612,0.05644819512963295,0.0954810380935669,"train iPhone, test Samsung"
10889.png,Bonafide,0,Samsung,3,0.06245638430118561,0.22470024228096008,0.5220741629600525,"train iPhone, test Samsung"
10954.png,Bonafide,0,Samsung,3,0.036714229732751846,0.1118876114487648,0.20576295256614685,"train iPhone, test Samsung"
10960.png,Bonafide,0,Samsung,0,0.03160751610994339,0.11025664955377579,0.33153122663497925,"train iPhone, test Samsung"
10970.png,Bonafide,0,Samsung,2,0.038317110389471054,0.11837540566921234,0.29295265674591064,"train iPhone, test Samsung"
10972.png,Bonafide,0,Samsung,1,0.10341550409793854,0.32675033807754517,0.5973809957504272,"train iPhone, test Samsung"
10992.png,Bonafide,0,Samsung,2,0.042765773832798004,0.14482572674751282,0.45766860246658325,"train iPhone, test Samsung"
11040.png,Bonafide,0,Samsung,1,0.053755901753902435,0.16237127780914307,0.33148446679115295,"train iPhone, test Samsung"
11233.png,Bonafide,0,none,0,0.12221764028072357,0.3397775888442993,0.5739350318908691,"train iPhone, test Samsung"
11326.png,Bonafide,0,none,0,0.01201887708157301,0.03133872523903847,0.05128313601016998,"train iPhone, test Samsung"
11358.png,Bonafide,0,none,0,0.021714016795158386,0.07628180831670761,0.10787441581487656,"train iPhone, test Samsung"
11373.png,Bonafide,0,none,3,0.13773959875106812,0.535913348197937,0.8032636046409607,"train iPhone, test Samsung"
11413.png,Bonafide,0,none,1,0.08991216123104095,0.2917848229408264,0.44181495904922485,"train iPhone, test Samsung"
11507.png,Bonafide,0,none,0,0.10534007102251053,0.2969609498977661,0.3795924782752991,"train iPhone, test Samsung"
11541.png,Bonafide,0,none,3,0.01510884054005146,0.04742051288485527,0.10895966738462448,"train iPhone, test Samsung"
11728.png,Bonafide,0,none,1,0.09007982909679413,0.30996015667915344,0.7285186648368835,"train iPhone, test Samsung"
11807.png,Bonafide,0,none,0,0.04067225381731987,0.13234110176563263,0.3928814232349396,"train iPhone, test Samsung"
11810.png,Bonafide,0,none,1,0.15523383021354675,0.511264979839325,0.9941893815994263,"train iPhone, test Samsung"
12188.png,Bonafide,0,none,2,0.16206642985343933,0.5078596472740173,0.7740476727485657,"train iPhone, test Samsung"
12207.png,Bonafide,0,none,0,0.034215621650218964,0.10707119107246399,0.28594139218330383,"train iPhone, test Samsung"
12214.png,Bonafide,0,none,1,0.09137335419654846,0.2707170248031616,0.5847140550613403,"train iPhone, test Samsung"
12461.png,Bonafide,0,none,3,0.012609407305717468,0.04320739954710007,0.1719203144311905,"train iPhone, test Samsung"
12465.png,Bonafide,0,none,1,0.21365883946418762,0.7326123714447021,0.882735013961792,"train iPhone, test Samsung"
12714.png,Bonafide,0,none,0,0.05363919213414192,0.18125249445438385,0.33674106001853943,"train iPhone, test Samsung"
12994.png,Bonafide,0,none,0,0.05277656391263008,0.19101572036743164,0.7445497512817383,"train iPhone, test Samsung"
13386.png,Bonafide,0,none,1,0.009456711821258068,0.030948122963309288,0.05669113248586655,"train iPhone, test Samsung"
13396.png,Bonafide,0,none,0,0.033220525830984116,0.10757388174533844,0.20295925438404083,"train iPhone, test Samsung"
13461.png,Bonafide,0,none,1,0.021908244118094444,0.07926186919212341,0.23516111075878143,"train iPhone, test Samsung"
13497.png,Bonafide,0,none,2,0.11554130166769028,0.36449170112609863,0.6540536880493164,"train iPhone, test Samsung"
13583.png,Bonafide,0,none,3,0.07486073672771454,0.20545479655265808,0.464528352022171,"train iPhone, test Samsung"
13610.png,Bonafide,0,none,1,0.15696048736572266,0.45516717433929443,0.731666624546051,"train iPhone, test Samsung"
13715.png,Bonafide,0,none,0,0.026701785624027252,0.09509232640266418,0.3910627067089081,"train iPhone, test Samsung"
13777.png,Bonafide,0,none,2,0.06151591241359711,0.202799454331398,0.4020650386810303,"train iPhone, test Samsung"
