file,cls,label,phone,fold,score,score_top9,score_max,split
01012.png,Bonafide,0,iPhone,4,0.11777117848396301,0.34979724884033203,0.7049359679222107,"final: train all dev, test locked fold 4"
10741.png,Bonafide,0,iPhone,4,0.14774483442306519,0.44127553701400757,0.7368884086608887,"final: train all dev, test locked fold 4"
10744.png,Bonafide,0,Samsung,4,0.043400198221206665,0.13517162203788757,0.2984216809272766,"final: train all dev, test locked fold 4"
11053.png,Bonafide,0,iPhone,4,0.1814226508140564,0.47592464089393616,0.7634837031364441,"final: train all dev, test locked fold 4"
11174.png,Bonafide,0,none,4,0.1432584524154663,0.39051762223243713,0.6192516684532166,"final: train all dev, test locked fold 4"
11185.png,Bonafide,0,none,4,0.14311347901821136,0.37952354550361633,0.6097312569618225,"final: train all dev, test locked fold 4"
11261.png,Bonafide,0,none,4,0.0915202721953392,0.2640269696712494,0.520440936088562,"final: train all dev, test locked fold 4"
11280.png,Bonafide,0,none,4,0.21237286925315857,0.4816797077655792,0.6472521424293518,"final: train all dev, test locked fold 4"
11506.png,Bonafide,0,none,4,0.2328692078590393,0.58931964635849,0.9308578372001648,"final: train all dev, test locked fold 4"
11781.png,Bonafide,0,none,4,0.2557486295700073,0.6638539433479309,0.9224987626075745,"final: train all dev, test locked fold 4"
11957.png,Bonafide,0,none,4,0.290392130613327,0.5949490070343018,0.9219213128089905,"final: train all dev, test locked fold 4"
12062.png,Bonafide,0,none,4,0.16529247164726257,0.4884716272354126,0.9904910326004028,"final: train all dev, test locked fold 4"
12145.png,Bonafide,0,none,4,0.11923784762620926,0.31805264949798584,0.7304351329803467,"final: train all dev, test locked fold 4"
12269.png,Bonafide,0,none,4,0.29562297463417053,0.711532711982727,0.8185054063796997,"final: train all dev, test locked fold 4"
12278.png,Bonafide,0,none,4,0.19142119586467743,0.5124593377113342,0.8431169390678406,"final: train all dev, test locked fold 4"
12302.png,Bonafide,0,none,4,0.24014922976493835,0.7091869115829468,0.8714969754219055,"final: train all dev, test locked fold 4"
12349.png,Bonafide,0,none,4,0.21955984830856323,0.6034319400787354,0.8923133015632629,"final: train all dev, test locked fold 4"
12569.png,Bonafide,0,none,4,0.24851495027542114,0.650158166885376,0.8257048726081848,"final: train all dev, test locked fold 4"
12616.png,Bonafide,0,none,4,0.4826292395591736,0.8241052627563477,0.9348809123039246,"final: train all dev, test locked fold 4"
