file,cls,label,phone,fold,score,score_top9,score_max,split
10881.png,Bonafide,0,Samsung,0,0.06324755400419235,0.16573747992515564,0.27085113525390625,"train iPhone, test Samsung"
10889.png,Bonafide,0,Samsung,3,0.07198057323694229,0.20695585012435913,0.33542129397392273,"train iPhone, test Samsung"
10954.png,Bonafide,0,Samsung,3,0.07021578401327133,0.13359896838665009,0.28967249393463135,"train iPhone, test Samsung"
10960.png,Bonafide,0,Samsung,0,0.07509759068489075,0.20299385488033295,0.40299883484840393,"train iPhone, test Samsung"
10970.png,Bonafide,0,Samsung,2,0.1561793088912964,0.41879627108573914,0.6713075637817383,"train iPhone, test Samsung"
10972.png,Bonafide,0,Samsung,1,0.1901109367609024,0.47262465953826904,0.653968334197998,"train iPhone, test Samsung"
10992.png,Bonafide,0,Samsung,2,0.09409628063440323,0.22740530967712402,0.42930009961128235,"train iPhone, test Samsung"
11040.png,Bonafide,0,Samsung,1,0.1518470048904419,0.32310375571250916,0.5150409936904907,"train iPhone, test Samsung"
11233.png,Bonafide,0,none,0,0.14676737785339355,0.3851444721221924,0.8557772636413574,"train iPhone, test Samsung"
11326.png,Bonafide,0,none,0,0.08593805879354477,0.21008938550949097,0.4279801547527313,"train iPhone, test Samsung"
11358.png,Bonafide,0,none,0,0.09541594237089157,0.27829813957214355,0.40657511353492737,"train iPhone, test Samsung"
11373.png,Bonafide,0,none,3,0.16147008538246155,0.4746513366699219,0.8879458904266357,"train iPhone, test Samsung"
11413.png,Bonafide,0,none,1,0.16689273715019226,0.3720802366733551,0.7393224239349365,"train iPhone, test Samsung"
11507.png,Bonafide,0,none,0,0.10379452258348465,0.21906223893165588,0.34364965558052063,"train iPhone, test Samsung"
11541.png,Bonafide,0,none,3,0.03932788223028183,0.09916753321886063,0.20723013579845428,"train iPhone, test Samsung"
11728.png,Bonafide,0,none,1,0.0874667763710022,0.2027527242898941,0.4674058258533478,"train iPhone, test Samsung"
11807.png,Bonafide,0,none,0,0.1329294890165329,0.31417369842529297,0.4797367751598358,"train iPhone, test Samsung"
11810.png,Bonafide,0,none,1,0.28343307971954346,0.6714925169944763,0.9279175996780396,"train iPhone, test Samsung"
12188.png,Bonafide,0,none,2,0.26269176602363586,0.6225430965423584,0.8809448480606079,"train iPhone, test Samsung"
12207.png,Bonafide,0,none,0,0.08857342600822449,0.19448094069957733,0.4053913652896881,"train iPhone, test Samsung"
12214.png,Bonafide,0,none,1,0.18465757369995117,0.44293779134750366,0.6387959122657776,"train iPhone, test Samsung"
12461.png,Bonafide,0,none,3,0.08728731423616409,0.25762712955474854,0.7485818266868591,"train iPhone, test Samsung"
12465.png,Bonafide,0,none,1,0.47226619720458984,0.8795738816261292,0.9814504384994507,"train iPhone, test Samsung"
12714.png,Bonafide,0,none,0,0.1521264910697937,0.3831133544445038,0.5522738099098206,"train iPhone, test Samsung"
12994.png,Bonafide,0,none,0,0.08467845618724823,0.2556188404560089,0.5498205423355103,"train iPhone, test Samsung"
13386.png,Bonafide,0,none,1,0.06180500239133835,0.1390685737133026,0.3045549988746643,"train iPhone, test Samsung"
13396.png,Bonafide,0,none,0,0.08216770738363266,0.2500709295272827,0.6462906002998352,"train iPhone, test Samsung"
13461.png,Bonafide,0,none,1,0.06031497195363045,0.1900334358215332,0.5287470817565918,"train iPhone, test Samsung"
13497.png,Bonafide,0,none,2,0.08937492221593857,0.2549530267715454,0.8125098347663879,"train iPhone, test Samsung"
13583.png,Bonafide,0,none,3,0.0994638130068779,0.2145625799894333,0.299195796251297,"train iPhone, test Samsung"
13610.png,Bonafide,0,none,1,0.26880812644958496,0.5858688354492188,0.7707574367523193,"train iPhone, test Samsung"
13715.png,Bonafide,0,none,0,0.07145296782255173,0.1965823769569397,0.5414794683456421,"train iPhone, test Samsung"
13777.png,Bonafide,0,none,2,0.15499292314052582,0.44195884466171265,0.7175635099411011,"train iPhone, test Samsung"
13999.png,Bonafide,0,none,3,0.16241076588630676,0.3810356855392456,0.546421468257904,"train iPhone, test Samsung"
14067.png,Bonafide,0,none,3,0.06566393375396729,0.20325589179992676,0.41864603757858276,"train iPhone, test Samsung"
14215.png,Bonafide,0,none,2,0.03424008563160896,0.10236697643995285,0.21020165085792542,"train iPhone, test Samsung"
14555.png,Bonafide,0,none,0,0.060382697731256485,0.1560281366109848,0.3818192780017853,"train iPhone, test Samsung"
14619.png,Bonafide,0,none,3,0.0624115876853466,0.15372055768966675,0.2595295011997223,"train iPhone, test Samsung"
14784.png,Bonafide,0,none,3,0.22968581318855286,0.4915669858455658,0.7549484372138977,"train iPhone, test Samsung"
14862.png,Bonafide,0,none,0,0.0601830929517746,0.16740673780441284,0.3047105371952057,"train iPhone, test Samsung"
14921.png,Bonafide,0,none,1,0.10246264189481735,0.23982535302639008,0.4391050636768341,"train iPhone, test Samsung"
14977.png,Bonafide,0,none,1,0.15770117938518524,0.3927738666534424,0.6237176060676575,"train iPhone, test Samsung"
15139.png,Bonafide,0,none,1,0.09617536514997482,0.22249269485473633,0.5031663179397583,"train iPhone, test Samsung"
15243.png,Bonafide,0,none,3,0.08852557837963104,0.20151962339878082,0.28702834248542786,"train iPhone, test Samsung"
15255.png,Bonafide,0,none,1,0.21730810403823853,0.5984876751899719,0.9544350504875183,"train iPhone, test Samsung"
15286.png,Bonafide,0,none,0,0.1680481880903244,0.4014967083930969,0.7786591053009033,"train iPhone, test Samsung"
15390.png,Bonafide,0,none,1,0.04483889043331146,0.138246551156044,0.267649382352829,"train iPhone, test Samsung"
15407.png,Bonafide,0,none,1,0.24520526826381683,0.5737442374229431,0.9383705854415894,"train iPhone, test Samsung"
15860.png,Bonafide,0,none,2,0.2379073053598404,0.5454789400100708,0.9120528697967529,"train iPhone, test Samsung"
16049.png,Bonafide,0,none,2,0.09870567172765732,0.22430944442749023,0.4839451313018799,"train iPhone, test Samsung"
16223.png,Bonafide,0,none,3,0.0814332365989685,0.2276131808757782,0.3724237382411957,"train iPhone, test Samsung"
16241.png,Bonafide,0,none,3,0.10960915684700012,0.3362383246421814,0.7011176347732544,"train iPhone, test Samsung"
16259.png,Bonafide,0,none,3,0.020869262516498566,0.05992039665579796,0.27411195635795593,"train iPhone, test Samsung"
16405.png,Bonafide,0,none,0,0.08513817191123962,0.20388606190681458,0.5485233664512634,"train iPhone, test Samsung"
16581.png,Bonafide,0,none,1,0.035936981439590454,0.0874631404876709,0.1215214729309082,"train iPhone, test Samsung"
16704.png,Bonafide,0,none,3,0.06484329700469971,0.1647128462791443,0.2989674210548401,"train iPhone, test Samsung"
16843.png,Bonafide,0,none,1,0.08209657669067383,0.23801809549331665,0.4602621793746948,"train iPhone, test Samsung"
16942.png,Bonafide,0,none,0,0.08147662878036499,0.2039433866739273,0.5363882780075073,"train iPhone, test Samsung"
17053.png,Bonafide,0,none,2,0.030405236408114433,0.08105356991291046,0.2075902670621872,"train iPhone, test Samsung"
17191.png,Bonafide,0,none,0,0.12560206651687622,0.25329339504241943,0.3544560372829437,"train iPhone, test Samsung"
