file,cls,label,phone,fold,score,score_top9,score_max,split
00962.png,Bonafide,0,iPhone,2,0.1603715717792511,0.5081479549407959,0.8907376527786255,"ship: train on all 1023, in-sample check on dev"
00998.png,Bonafide,0,iPhone,0,0.18772736191749573,0.5296410322189331,0.7190892696380615,"ship: train on all 1023, in-sample check on dev"
08794.png,Bonafide,0,iPhone,3,0.0828230082988739,0.29697370529174805,0.7896336317062378,"ship: train on all 1023, in-sample check on dev"
10673.png,Bonafide,0,iPhone,0,0.09922081232070923,0.29207539558410645,0.5332581996917725,"ship: train on all 1023, in-sample check on dev"
10684.png,Bonafide,0,iPhone,1,0.19407731294631958,0.5819422006607056,0.9581395983695984,"ship: train on all 1023, in-sample check on dev"
10696.png,Bonafide,0,iPhone,2,0.22128143906593323,0.6016377806663513,0.8865095376968384,"ship: train on all 1023, in-sample check on dev"
10712.png,Bonafide,0,iPhone,3,0.13820868730545044,0.3613608181476593,0.5541039109230042,"ship: train on all 1023, in-sample check on dev"
10728.png,Bonafide,0,iPhone,1,0.07629107683897018,0.2512706220149994,0.8762434720993042,"ship: train on all 1023, in-sample check on dev"
10881.png,Bonafide,0,Samsung,0,0.2268741875886917,0.5158236622810364,0.8163226842880249,"ship: train on all 1023, in-sample check on dev"
10889.png,Bonafide,0,Samsung,3,0.09994006156921387,0.31661921739578247,0.6130592226982117,"ship: train on all 1023, in-sample check on dev"
10954.png,Bonafide,0,Samsung,3,0.1833478808403015,0.5053989887237549,0.7067654728889465,"ship: train on all 1023, in-sample check on dev"
10960.png,Bonafide,0,Samsung,0,0.1688149869441986,0.4893634021282196,0.5732050538063049,"ship: train on all 1023, in-sample check on dev"
10970.png,Bonafide,0,Samsung,2,0.26697108149528503,0.6337997913360596,0.8786054849624634,"ship: train on all 1023, in-sample check on dev"
10972.png,Bonafide,0,Samsung,1,0.5441073775291443,0.880517840385437,0.9792245030403137,"ship: train on all 1023, in-sample check on dev"
10992.png,Bonafide,0,Samsung,2,0.43588685989379883,0.7800137996673584,0.9824241995811462,"ship: train on all 1023, in-sample check on dev"
11040.png,Bonafide,0,Samsung,1,0.3540456295013428,0.6995800137519836,0.8129543662071228,"ship: train on all 1023, in-sample check on dev"
11099.png,Bonafide,0,iPhone,2,0.11531911790370941,0.3485097289085388,0.6409205794334412,"ship: train on all 1023, in-sample check on dev"
11117.png,Bonafide,0,iPhone,1,0.3265174627304077,0.7437030076980591,0.8810166716575623,"ship: train on all 1023, in-sample check on dev"
11130.png,Bonafide,0,iPhone,0,0.15423671901226044,0.4883521497249603,0.8712425231933594,"ship: train on all 1023, in-sample check on dev"
11154.png,Bonafide,0,none,0,0.11405648291110992,0.3834708631038666,0.5933523178100586,"ship: train on all 1023, in-sample check on dev"
11166.png,Bonafide,0,none,2,0.01960156485438347,0.0633736103773117,0.1661381870508194,"ship: train on all 1023, in-sample check on dev"
11193.png,Bonafide,0,none,2,0.13281553983688354,0.35991403460502625,0.7042025327682495,"ship: train on all 1023, in-sample check on dev"
11196.png,Bonafide,0,none,0,0.16854433715343475,0.4786885678768158,0.8740166425704956,"ship: train on all 1023, in-sample check on dev"
11233.png,Bonafide,0,none,0,0.1712149977684021,0.4597882032394409,0.6404688954353333,"ship: train on all 1023, in-sample check on dev"
11237.png,Bonafide,0,none,0,0.12326496094465256,0.43907082080841064,0.8805296421051025,"ship: train on all 1023, in-sample check on dev"
11308.png,Bonafide,0,none,0,0.2363261580467224,0.6003568768501282,0.8937139511108398,"ship: train on all 1023, in-sample check on dev"
11311.png,Bonafide,0,none,3,0.16737641394138336,0.4321562349796295,0.5081114172935486,"ship: train on all 1023, in-sample check on dev"
11312.png,Bonafide,0,none,1,0.15163199603557587,0.39880263805389404,0.922398030757904,"ship: train on all 1023, in-sample check on dev"
11322.png,Bonafide,0,none,3,0.1101321205496788,0.3651565909385681,0.5467104911804199,"ship: train on all 1023, in-sample check on dev"
11326.png,Bonafide,0,none,0,0.10251998901367188,0.33982959389686584,0.5967162847518921,"ship: train on all 1023, in-sample check on dev"
11358.png,Bonafide,0,none,0,0.07586027681827545,0.2535393536090851,0.7336652278900146,"ship: train on all 1023, in-sample check on dev"
11359.png,Bonafide,0,none,1,0.05008383095264435,0.16425678133964539,0.4013666808605194,"ship: train on all 1023, in-sample check on dev"
11373.png,Bonafide,0,none,3,0.2528954744338989,0.7873104810714722,0.9659572839736938,"ship: train on all 1023, in-sample check on dev"
11413.png,Bonafide,0,none,1,0.16490903496742249,0.46114444732666016,0.6700405478477478,"ship: train on all 1023, in-sample check on dev"
11443.png,Bonafide,0,none,2,0.2329418659210205,0.5572106242179871,0.694254994392395,"ship: train on all 1023, in-sample check on dev"
11463.png,Bonafide,0,none,0,0.1942337453365326,0.5405166149139404,0.8085131049156189,"ship: train on all 1023, in-sample check on dev"
11483.png,Bonafide,0,none,0,0.07890015840530396,0.24543063342571259,0.6797672510147095,"ship: train on all 1023, in-sample check on dev"
11507.png,Bonafide,0,none,0,0.29434826970100403,0.6953474879264832,0.8122625946998596,"ship: train on all 1023, in-sample check on dev"
11513.png,Bonafide,0,none,2,0.16064013540744781,0.49087196588516235,0.9447104930877686,"ship: train on all 1023, in-sample check on dev"
11519.png,Bonafide,0,none,2,0.08556409925222397,0.3065738379955292,0.6543602347373962,"ship: train on all 1023, in-sample check on dev"
11541.png,Bonafide,0,none,3,0.1102423146367073,0.35049691796302795,0.8888660073280334,"ship: train on all 1023, in-sample check on dev"
